run.number,step,p.transition,conform.fixation,sample.size,population,mean.p.conform,mean.conform,mean.action,conformist.mortality,contrarian.mortality,environment
1,261,0.01,TRUE,5,1000,0.967464374,0.987,0.966,0.04964539,0.153846154,1
4,259,0.02,TRUE,50,1000,0.971962719,0.99,0.962,0.049445005,0.111111111,1
8,256,0.04,TRUE,50,1000,0.933879913,0.877,0.805,0.199775533,0.04587156,0
7,258,0.04,TRUE,5,1000,0.944648517,0.983,0.959,0.049746193,0.2,1
5,270,0.03,TRUE,5,1000,0.927503425,0.978,0.049,0.04912999,0.173913043,0
2,241,0.01,TRUE,50,1000,0.934748203,0.804,0.726,0.199501247,0.045454545,0
6,241,0.03,TRUE,50,1000,0.86083996,0.647,0.426,0.18778626,0.060869565,1
3,251,0.02,TRUE,5,1000,0.904731625,0.971,0.047,0.049484536,0.2,0
1,262,0.01,TRUE,5,1000,0.967051548,0.983,0.961,0.04964539,0.153846154,1
4,260,0.02,TRUE,50,1000,0.971741291,0.992,0.97,0.049494949,0.2,1
5,271,0.03,TRUE,5,1000,0.92798632,0.977,0.046,0.049079755,0.181818182,0
7,259,0.04,TRUE,5,1000,0.944450187,0.982,0.962,0.049847406,0.176470588,1
8,257,0.04,TRUE,50,1000,0.933008884,0.873,0.786,0.1995439,0.048780488,0
6,242,0.03,TRUE,50,1000,0.860366144,0.654,0.427,0.183925811,0.065155807,1
2,242,0.01,TRUE,50,1000,0.93383493,0.802,0.729,0.199004975,0.045918367,0
3,252,0.02,TRUE,5,1000,0.906167517,0.973,0.055,0.049433574,0.172413793,0
4,261,0.02,TRUE,50,1000,0.971558332,0.99,0.97,0.049395161,0.125,1
1,263,0.01,TRUE,5,1000,0.966867483,0.983,0.966,0.049847406,0.176470588,1
5,272,0.03,TRUE,5,1000,0.927389892,0.975,0.038,0.04912999,0.173913043,0
7,260,0.04,TRUE,5,1000,0.944224524,0.981,0.962,0.049898167,0.166666667,1
8,258,0.04,TRUE,50,1000,0.933241954,0.869,0.794,0.199312715,0.047244094,0
6,243,0.03,TRUE,50,1000,0.861397483,0.659,0.435,0.185015291,0.060693642,1
3,253,0.02,TRUE,5,1000,0.906988596,0.973,0.048,0.049331963,0.185185185,0
2,243,0.01,TRUE,50,1000,0.933430287,0.8,0.726,0.199501247,0.045454545,0
4,262,0.02,TRUE,50,1000,0.971789329,0.99,0.965,0.049494949,0.2,1
5,273,0.03,TRUE,5,1000,0.926572494,0.98,0.043,0.049230769,0.2,0
1,264,0.01,TRUE,5,1000,0.967020643,0.986,0.958,0.049847406,0.176470588,1
8,259,0.04,TRUE,50,1000,0.933926866,0.861,0.783,0.199079402,0.045801527,0
7,261,0.04,TRUE,5,1000,0.944659096,0.979,0.96,0.049949032,0.157894737,1
6,244,0.03,TRUE,50,1000,0.860090205,0.662,0.391,0.189681335,0.06744868,1
3,254,0.02,TRUE,5,1000,0.908622007,0.975,0.04,0.049331963,0.185185185,0
2,244,0.01,TRUE,50,1000,0.931700188,0.796,0.741,0.2,0.05,0
1,265,0.01,TRUE,5,1000,0.966883485,0.983,0.958,0.04969574,0.142857143,1
4,263,0.02,TRUE,50,1000,0.971853162,0.991,0.966,0.049494949,0.2,1
5,274,0.03,TRUE,5,1000,0.926684716,0.983,0.033,0.05,0.2,0
7,262,0.04,TRUE,5,1000,0.944225584,0.981,0.956,0.049029622,0.19047619,1
6,245,0.03,TRUE,50,1000,0.858165324,0.659,0.407,0.193353474,0.059171598,1
8,260,0.04,TRUE,50,1000,0.93241168,0.85,0.785,0.199767712,0.043165468,0
3,255,0.02,TRUE,5,1000,0.908560837,0.974,0.049,0.049230769,0.2,0
2,245,0.01,TRUE,50,1000,0.930306208,0.791,0.732,0.199748744,0.049019608,0
5,275,0.03,TRUE,5,1000,0.926567466,0.981,0.039,0.049847406,0.176470588,0
4,264,0.02,TRUE,50,1000,0.972212794,0.99,0.966,0.049445005,0.111111111,1
1,266,0.01,TRUE,5,1000,0.966916444,0.985,0.957,0.049847406,0.176470588,1
7,263,0.04,TRUE,5,1000,0.943579394,0.985,0.958,0.048929664,0.210526316,1
8,261,0.04,TRUE,50,1000,0.931335026,0.846,0.763,0.2,0.046666667,0
6,246,0.03,TRUE,50,1000,0.856907174,0.652,0.425,0.192716237,0.052785924,1
3,256,0.02,TRUE,5,1000,0.90869459,0.976,0.05,0.049281314,0.192307692,0
5,276,0.03,TRUE,5,1000,0.926359749,0.977,0.039,0.049949032,0.157894737,0
4,265,0.02,TRUE,50,1000,0.971793334,0.991,0.961,0.049494949,0.2,1
1,267,0.01,TRUE,5,1000,0.96685808,0.985,0.959,0.049746193,0.2,1
7,264,0.04,TRUE,5,1000,0.943509104,0.983,0.959,0.049746193,0.2,1
2,246,0.01,TRUE,50,1000,0.930113001,0.794,0.722,0.199747155,0.04784689,0
8,262,0.04,TRUE,50,1000,0.929788702,0.844,0.763,0.199763593,0.045454545,0
3,257,0.02,TRUE,5,1000,0.90981318,0.979,0.046,0.049180328,0.166666667,0
6,247,0.03,TRUE,50,1000,0.85711167,0.646,0.411,0.193251534,0.054597701,1
5,277,0.03,TRUE,5,1000,0.92633105,0.976,0.044,0.04912999,0.173913043,0
4,266,0.02,TRUE,50,1000,0.972407554,0.992,0.967,0.049445005,0.111111111,1
1,268,0.01,TRUE,5,1000,0.966232276,0.984,0.97,0.049746193,0.2,1
7,265,0.04,TRUE,5,1000,0.943706363,0.984,0.962,0.049847406,0.176470588,1
2,247,0.01,TRUE,50,1000,0.931021559,0.799,0.726,0.198992443,0.048543689,0
8,263,0.04,TRUE,50,1000,0.929491421,0.843,0.76,0.199052133,0.044871795,0
5,278,0.03,TRUE,5,1000,0.926833485,0.974,0.053,0.049180328,0.208333333,0
3,258,0.02,TRUE,5,1000,0.908751949,0.978,0.039,0.049029622,0.19047619,0
4,267,0.02,TRUE,50,1000,0.972599264,0.988,0.971,0.049395161,0.125,1
6,248,0.03,TRUE,50,1000,0.85719361,0.653,0.434,0.182662539,0.06779661,1
1,269,0.01,TRUE,5,1000,0.966661437,0.985,0.96,0.049796748,0.1875,1
7,266,0.04,TRUE,5,1000,0.943457501,0.985,0.961,0.049796748,0.1875,1
2,248,0.01,TRUE,50,1000,0.93064035,0.802,0.718,0.198998748,0.049751244,0
8,264,0.04,TRUE,50,1000,0.927522929,0.838,0.758,0.199288256,0.044585987,0
5,279,0.03,TRUE,5,1000,0.92683993,0.975,0.052,0.049281314,0.192307692,0
3,259,0.02,TRUE,5,1000,0.908755141,0.979,0.042,0.049079755,0.181818182,0
4,268,0.02,TRUE,50,1000,0.972361719,0.985,0.97,0.049595142,0.166666667,1
1,270,0.01,TRUE,5,1000,0.966943882,0.987,0.962,0.049746193,0.2,1
7,267,0.04,TRUE,5,1000,0.943071213,0.984,0.957,0.049746193,0.2,1
6,249,0.03,TRUE,50,1000,0.855457879,0.651,0.42,0.196018377,0.048991354,1
2,249,0.01,TRUE,50,1000,0.930059058,0.801,0.733,0.199501247,0.045454545,0
8,265,0.04,TRUE,50,1000,0.926433109,0.827,0.762,0.19928401,0.049382716,0
5,280,0.03,TRUE,5,1000,0.926384787,0.973,0.046,0.049230769,0.2,0
3,260,0.02,TRUE,5,1000,0.909990702,0.978,0.044,0.049029622,0.19047619,0
4,269,0.02,TRUE,50,1000,0.972301816,0.986,0.964,0.049746193,0.2,1
1,271,0.01,TRUE,5,1000,0.966725364,0.985,0.959,0.04964539,0.153846154,1
6,250,0.03,TRUE,50,1000,0.854608289,0.655,0.415,0.188940092,0.065902579,1
7,268,0.04,TRUE,5,1000,0.943321671,0.982,0.964,0.049796748,0.1875,1
2,250,0.01,TRUE,50,1000,0.930202639,0.832,0.796,0.049937578,0.195979899,1
8,266,0.04,TRUE,50,1000,0.926713808,0.821,0.751,0.199516324,0.046242775,0
5,281,0.03,TRUE,5,1000,0.926908874,0.975,0.057,0.050359712,0.148148148,0
4,270,0.02,TRUE,50,1000,0.972386377,0.987,0.964,0.04969574,0.142857143,1
3,261,0.02,TRUE,5,1000,0.90987464,0.976,0.045,0.049079755,0.181818182,0
1,272,0.01,TRUE,5,1000,0.966205423,0.985,0.96,0.049746193,0.2,1
6,251,0.03,TRUE,50,1000,0.851422622,0.65,0.419,0.195419847,0.052173913,1
7,269,0.04,TRUE,5,1000,0.943221727,0.982,0.961,0.049898167,0.166666667,1
2,251,0.01,TRUE,50,1000,0.930956199,0.861,0.823,0.049278846,0.196428571,1
3,262,0.02,TRUE,5,1000,0.910120603,0.977,0.04,0.049180328,0.166666667,0
1,273,0.01,TRUE,5,1000,0.966380846,0.987,0.961,0.049746193,0.2,1
5,282,0.03,TRUE,5,1000,0.926862703,0.978,0.057,0.049230769,0.2,0
4,271,0.02,TRUE,50,1000,0.972508793,0.989,0.965,0.04964539,0.153846154,1
8,267,0.04,TRUE,50,1000,0.92642896,0.809,0.744,0.199756395,0.044692737,0
6,252,0.03,TRUE,50,1000,0.850414508,0.647,0.438,0.181538462,0.065714286,1
7,270,0.04,TRUE,5,1000,0.94218329,0.98,0.956,0.049898167,0.166666667,1
2,252,0.01,TRUE,50,1000,0.93115355,0.885,0.858,0.049941928,0.194244604,1
5,283,0.03,TRUE,5,1000,0.927402946,0.978,0.047,0.049079755,0.181818182,0
3,263,0.02,TRUE,5,1000,0.910234532,0.977,0.046,0.04912999,0.173913043,0
1,274,0.01,TRUE,5,1000,0.966881747,0.988,0.968,0.04964539,0.153846154,1
4,272,0.02,TRUE,50,1000,0.971979846,0.986,0.964,0.049544995,0.181818182,1
8,268,0.04,TRUE,50,1000,0.923885591,0.815,0.718,0.199011125,0.047120419,0
6,253,0.03,TRUE,50,1000,0.849426715,0.648,0.451,0.183925811,0.062322946,1
7,271,0.04,TRUE,5,1000,0.942339193,0.982,0.953,0.05,0.2,1
5,284,0.03,TRUE,5,1000,0.92797327,0.979,0.04,0.049079755,0.181818182,0
2,253,0.01,TRUE,50,1000,0.931292464,0.899,0.874,0.049717514,0.2,1
3,264,0.02,TRUE,5,1000,0.909189188,0.974,0.046,0.04912999,0.173913043,0
1,275,0.01,TRUE,5,1000,0.966754728,0.983,0.881,0.199392713,0,0
8,269,0.04,TRUE,50,1000,0.923020189,0.806,0.728,0.2,0.048648649,0
4,273,0.02,TRUE,50,1000,0.971648182,0.985,0.966,0.04969574,0.142857143,1
6,254,0.03,TRUE,50,1000,0.847791762,0.645,0.434,0.180555556,0.073863636,1
7,272,0.04,TRUE,5,1000,0.943308822,0.983,0.959,0.049898167,0.166666667,1
5,285,0.03,TRUE,5,1000,0.928458568,0.977,0.044,0.049029622,0.19047619,0
2,254,0.01,TRUE,50,1000,0.931720664,0.914,0.887,0.04894327,0.198019802,1
3,265,0.02,TRUE,5,1000,0.909247619,0.976,0.049,0.049281314,0.192307692,0
4,274,0.02,TRUE,50,1000,0.971409499,0.987,0.959,0.049746193,0.2,1
1,276,0.01,TRUE,5,1000,0.965988449,0.978,0.887,0.199389624,0,0
8,270,0.04,TRUE,50,1000,0.923787268,0.801,0.728,0.199751861,0.046391753,0
6,255,0.03,TRUE,50,1000,0.848005222,0.65,0.439,0.172093023,0.078873239,1
5,286,0.03,TRUE,5,1000,0.928095436,0.978,0.048,0.04912999,0.173913043,0
7,273,0.04,TRUE,5,1000,0.9436087,0.982,0.963,0.049847406,0.176470588,1
2,255,0.01,TRUE,50,1000,0.931178017,0.927,0.899,0.049234136,0.197674419,1
3,266,0.02,TRUE,5,1000,0.90915905,0.975,0.052,0.049180328,0.166666667,0
4,275,0.02,TRUE,50,1000,0.971353249,0.988,0.961,0.04964539,0.153846154,1
8,271,0.04,TRUE,50,1000,0.92318101,0.794,0.724,0.199750312,0.045226131,0
5,287,0.03,TRUE,5,1000,0.928387901,0.976,0.042,0.049079755,0.181818182,0
1,277,0.01,TRUE,5,1000,0.965368798,0.972,0.883,0.199386503,0.045454545,0
6,256,0.03,TRUE,50,1000,0.850185256,0.655,0.438,0.183076923,0.062857143,1
7,274,0.04,TRUE,5,1000,0.944183236,0.984,0.96,0.049898167,0.166666667,1
2,256,0.01,TRUE,50,1000,0.931251231,0.938,0.905,0.049622438,0.191780822,1
4,276,0.02,TRUE,50,1000,0.971213789,0.989,0.968,0.049595142,0.166666667,1
5,288,0.03,TRUE,5,1000,0.929175829,0.977,0.049,0.049180328,0.208333333,0
3,267,0.02,TRUE,5,1000,0.909360367,0.977,0.048,0.049230769,0.2,0
8,272,0.04,TRUE,50,1000,0.922623366,0.794,0.728,0.198992443,0.048543689,0
6,257,0.03,TRUE,50,1000,0.849359446,0.651,0.428,0.18778626,0.055072464,1
1,278,0.01,TRUE,5,1000,0.964863606,0.968,0.878,0.198559671,0.035714286,0
7,275,0.04,TRUE,5,1000,0.944084684,0.984,0.954,0.049796748,0.1875,1
2,257,0.01,TRUE,50,1000,0.931034021,0.944,0.915,0.049040512,0.193548387,1
3,268,0.02,TRUE,5,1000,0.909763682,0.978,0.046,0.04912999,0.173913043,0
5,289,0.03,TRUE,5,1000,0.92841633,0.974,0.053,0.04912999,0.173913043,0
4,277,0.02,TRUE,50,1000,0.971282665,0.99,0.963,0.049544995,0.181818182,1
8,273,0.04,TRUE,50,1000,0.922594696,0.791,0.729,0.198992443,0.048543689,0
7,276,0.04,TRUE,5,1000,0.943651625,0.982,0.958,0.049796748,0.1875,1
6,258,0.03,TRUE,50,1000,0.850176105,0.646,0.428,0.192012289,0.054441261,1
1,279,0.01,TRUE,5,1000,0.964639475,0.961,0.864,0.19731405,0.0625,0
2,258,0.01,TRUE,50,1000,0.931612436,0.951,0.924,0.049788136,0.196428571,1
3,269,0.02,TRUE,5,1000,0.909059917,0.977,0.044,0.049079755,0.181818182,0
5,290,0.03,TRUE,5,1000,0.928643086,0.974,0.05,0.049281314,0.192307692,0
4,278,0.02,TRUE,50,1000,0.971278867,0.991,0.968,0.049494949,0.2,1
8,274,0.04,TRUE,50,1000,0.922660942,0.787,0.725,0.199747155,0.04784689,0
6,259,0.03,TRUE,50,1000,0.848264785,0.64,0.428,0.193498452,0.053672316,1
1,280,0.01,TRUE,5,1000,0.963573103,0.955,0.855,0.197710718,0.051282051,0
7,277,0.04,TRUE,5,1000,0.942586338,0.98,0.955,0.049898167,0.222222222,1
2,259,0.01,TRUE,50,1000,0.932218168,0.957,0.937,0.049421661,0.183673469,1
5,291,0.03,TRUE,5,1000,0.929134632,0.973,0.048,0.049281314,0.192307692,0
3,270,0.02,TRUE,5,1000,0.908892437,0.975,0.046,0.04912999,0.173913043,0
6,260,0.03,TRUE,50,1000,0.847581317,0.637,0.411,0.1953125,0.055555556,1
4,279,0.02,TRUE,50,1000,0.971410445,0.991,0.963,0.049445005,0.111111111,1
1,281,0.01,TRUE,5,1000,0.963600622,0.95,0.861,0.197905759,0.044444444,0
8,275,0.04,TRUE,50,1000,0.921869753,0.79,0.708,0.199491741,0.046948357,0
7,278,0.04,TRUE,5,1000,0.942218998,0.979,0.952,0.05,0.15,1
3,271,0.02,TRUE,5,1000,0.909338813,0.975,0.046,0.049230769,0.2,0
2,260,0.01,TRUE,50,1000,0.932703123,0.959,0.935,0.049111808,0.186046512,1
5,292,0.03,TRUE,5,1000,0.929160196,0.97,0.052,0.049331963,0.185185185,0
6,261,0.03,TRUE,50,1000,0.847103712,0.641,0.421,0.185243328,0.066115702,1
7,279,0.04,TRUE,5,1000,0.942706765,0.981,0.956,0.049029622,0.19047619,1
1,282,0.01,TRUE,5,1000,0.962925695,0.941,0.838,0.197894737,0.04,0
4,280,0.02,TRUE,50,1000,0.971128533,0.99,0.968,0.049445005,0.111111111,1
8,276,0.04,TRUE,50,1000,0.920842876,0.791,0.714,0.2,0.047619048,0
3,272,0.02,TRUE,5,1000,0.909079942,0.974,0.044,0.049230769,0.2,0
5,293,0.03,TRUE,5,1000,0.929401414,0.973,0.058,0.049484536,0.2,0
6,262,0.03,TRUE,50,1000,0.84809699,0.698,0.349,0.056162246,0.192200557,0
2,261,0.01,TRUE,50,1000,0.931768046,0.96,0.94,0.049009385,0.195121951,1
7,280,0.04,TRUE,5,1000,0.942261669,0.982,0.958,0.049949032,0.157894737,1
8,277,0.04,TRUE,50,1000,0.920230777,0.786,0.709,0.199747155,0.04784689,0
4,281,0.02,TRUE,50,1000,0.971154818,0.99,0.967,0.049494949,0.2,1
1,283,0.01,TRUE,5,1000,0.962580613,0.941,0.844,0.196599362,0.084745763,0
3,273,0.02,TRUE,5,1000,0.909873584,0.973,0.05,0.049281314,0.192307692,0
6,263,0.03,TRUE,50,1000,0.849489744,0.742,0.286,0.050143266,0.195364238,0
7,281,0.04,TRUE,5,1000,0.94275858,0.982,0.96,0.049898167,0.166666667,1
5,294,0.03,TRUE,5,1000,0.929226325,0.975,0.044,0.049331963,0.185185185,0
1,284,0.01,TRUE,5,1000,0.963076197,0.937,0.847,0.196599362,0.06779661,0
3,274,0.02,TRUE,5,1000,0.90968722,0.971,0.049,0.049331963,0.185185185,0
2,262,0.01,TRUE,50,1000,0.931930535,0.965,0.942,0.05,0.2,1
8,278,0.04,TRUE,50,1000,0.919565648,0.779,0.708,0.199745547,0.046728972,0
4,282,0.02,TRUE,50,1000,0.971541981,0.991,0.965,0.049494949,0.2,1
7,282,0.04,TRUE,5,1000,0.942513411,0.982,0.953,0.049898167,0.166666667,1
6,264,0.03,TRUE,50,1000,0.850967234,0.787,0.255,0.049865229,0.197674419,0
3,275,0.02,TRUE,5,1000,0.910613881,0.972,0.05,0.049433574,0.172413793,0
1,285,0.01,TRUE,5,1000,0.961170428,0.929,0.833,0.197438634,0.047619048,0
5,295,0.03,TRUE,5,1000,0.928881201,0.975,0.049,0.049230769,0.2,0
2,263,0.01,TRUE,50,1000,0.932024987,0.966,0.947,0.049740933,0.2,1
7,283,0.04,TRUE,5,1000,0.94314967,0.979,0.961,0.049898167,0.166666667,1
8,279,0.04,TRUE,50,1000,0.919463427,0.773,0.712,0.198973042,0.049773756,0
6,265,0.03,TRUE,50,1000,0.850782933,0.817,0.218,0.049555273,0.197183099,0
4,283,0.02,TRUE,50,1000,0.972340326,0.985,0.895,0.199798184,0,0
3,276,0.02,TRUE,5,1000,0.910943185,0.971,0.047,0.049382716,0.178571429,0
5,296,0.03,TRUE,5,1000,0.928910824,0.976,0.049,0.05025641,0.16,0
1,286,0.01,TRUE,5,1000,0.9620266,0.929,0.825,0.196986006,0.042253521,0
7,284,0.04,TRUE,5,1000,0.94357373,0.978,0.953,0.049029622,0.19047619,1
2,264,0.01,TRUE,50,1000,0.931660502,0.965,0.947,0.049689441,0.176470588,1
8,280,0.04,TRUE,50,1000,0.916445211,0.77,0.703,0.199223803,0.04845815,0
4,284,0.02,TRUE,50,1000,0.971414459,0.977,0.89,0.2,0,0
6,266,0.03,TRUE,50,1000,0.850171699,0.842,0.18,0.048959608,0.196721311,0
5,297,0.03,TRUE,5,1000,0.928963406,0.977,0.046,0.049180328,0.208333333,0
3,277,0.02,TRUE,5,1000,0.911067656,0.973,0.054,0.049433574,0.206896552,0
1,287,0.01,TRUE,5,1000,0.963023562,0.926,0.812,0.19590958,0.042253521,0
7,285,0.04,TRUE,5,1000,0.943759719,0.981,0.961,0.049079755,0.181818182,1
8,281,0.04,TRUE,50,1000,0.917192205,0.77,0.691,0.2,0.047826087,0
4,285,0.02,TRUE,50,1000,0.970204978,0.972,0.875,0.199590583,0.043478261,0
5,298,0.03,TRUE,5,1000,0.929204332,0.976,0.041,0.04912999,0.173913043,0
2,265,0.01,TRUE,50,1000,0.931595546,0.968,0.948,0.049740933,0.2,1
6,267,0.03,TRUE,50,1000,0.850391004,0.856,0.164,0.049881235,0.196202532,0
3,278,0.02,TRUE,5,1000,0.911115894,0.974,0.052,0.049331963,0.185185185,0
1,288,0.01,TRUE,5,1000,0.962325325,0.925,0.82,0.194384449,0.054054054,0
5,299,0.03,TRUE,5,1000,0.928984428,0.979,0.048,0.049180328,0.166666667,0
8,282,0.04,TRUE,50,1000,0.91658942,0.769,0.692,0.2,0.047826087,0
4,286,0.02,TRUE,50,1000,0.970194366,0.967,0.876,0.199588477,0.035714286,0
7,286,0.04,TRUE,5,1000,0.944687839,0.981,0.958,0.049949032,0.157894737,1
6,268,0.03,TRUE,50,1000,0.851467078,0.873,0.146,0.049065421,0.194444444,0
2,266,0.01,TRUE,50,1000,0.931821711,0.97,0.949,0.049586777,0.1875,1
3,279,0.02,TRUE,5,1000,0.910229821,0.969,0.053,0.050308008,0.153846154,0
1,289,0.01,TRUE,5,1000,0.961509995,0.924,0.814,0.195675676,0.066666667,0
5,300,0.03,TRUE,5,1000,0.928902796,0.979,0.05,0.049029622,0.19047619,0
8,283,0.04,TRUE,50,1000,0.915272984,0.766,0.705,0.198959688,0.047619048,0
4,287,0.02,TRUE,50,1000,0.969180408,0.964,0.868,0.19958635,0.03030303,0
7,287,0.04,TRUE,5,1000,0.944974478,0.982,0.96,0.049949032,0.157894737,1
6,269,0.03,TRUE,50,1000,0.851735697,0.89,0.143,0.049255441,0.196850394,0
2,267,0.01,TRUE,50,1000,0.931489709,0.973,0.947,0.049484536,0.2,1
3,280,0.02,TRUE,5,1000,0.910478821,0.971,0.055,0.049535604,0.193548387,0
5,301,0.03,TRUE,5,1000,0.928882449,0.979,0.035,0.049029622,0.19047619,0
1,290,0.01,TRUE,5,1000,0.960508368,0.92,0.825,0.196969697,0.039473684,0
8,284,0.04,TRUE,50,1000,0.91523191,0.769,0.701,0.199738903,0.047008547,0
4,288,0.02,TRUE,50,1000,0.968316242,0.957,0.864,0.199170124,0.027777778,0
7,288,0.04,TRUE,5,1000,0.945953276,0.984,0.96,0.050916497,0.166666667,1
6,270,0.03,TRUE,50,1000,0.853211487,0.902,0.127,0.049438202,0.2,0
2,268,0.01,TRUE,50,1000,0.931418139,0.975,0.955,0.049331963,0.185185185,1
5,302,0.03,TRUE,5,1000,0.92903337,0.981,0.04,0.049029622,0.19047619,0
3,281,0.02,TRUE,5,1000,0.910005084,0.97,0.049,0.05046344,0.172413793,0
1,291,0.01,TRUE,5,1000,0.960298795,0.915,0.813,0.197826087,0.05,0
8,285,0.04,TRUE,50,1000,0.913228223,0.764,0.692,0.198959688,0.047619048,0
4,289,0.02,TRUE,50,1000,0.969470885,0.957,0.867,0.199582027,0.046511628,0
7,289,0.04,TRUE,5,1000,0.946373379,0.986,0.965,0.049796748,0.1875,1
5,303,0.03,TRUE,5,1000,0.929408287,0.98,0.036,0.049949032,0.157894737,0
6,271,0.03,TRUE,50,1000,0.853339487,0.911,0.115,0.049889135,0.193877551,0
3,282,0.02,TRUE,5,1000,0.910482521,0.969,0.052,0.049484536,0.2,0
1,292,0.01,TRUE,5,1000,0.958506563,0.911,0.804,0.195628415,0.047058824,0
2,269,0.01,TRUE,50,1000,0.93144338,0.976,0.954,0.049230769,0.2,1
8,286,0.04,TRUE,50,1000,0.914204069,0.764,0.692,0.19895288,0.046610169,0
4,290,0.02,TRUE,50,1000,0.968958546,0.95,0.855,0.199582027,0.046511628,0
7,290,0.04,TRUE,5,1000,0.946532434,0.985,0.963,0.04969574,0.142857143,1
5,304,0.03,TRUE,5,1000,0.92956875,0.98,0.046,0.05,0.2,0
6,272,0.03,TRUE,50,1000,0.852843589,0.922,0.104,0.049396268,0.191011236,0
3,283,0.02,TRUE,5,1000,0.910507932,0.967,0.054,0.050567595,0.161290323,0
2,270,0.01,TRUE,50,1000,0.931871805,0.976,0.952,0.049180328,0.166666667,1
8,287,0.04,TRUE,50,1000,0.913572593,0.764,0.693,0.19895288,0.046610169,0
1,293,0.01,TRUE,5,1000,0.9584949,0.911,0.787,0.192096597,0.06741573,0
4,291,0.02,TRUE,50,1000,0.969380277,0.947,0.854,0.2,0.04,0
5,305,0.03,TRUE,5,1000,0.929996783,0.981,0.042,0.05,0.2,0
7,291,0.04,TRUE,5,1000,0.946190613,0.984,0.963,0.049746193,0.2,1
6,273,0.03,TRUE,50,1000,0.852286224,0.928,0.096,0.04989154,0.192307692,0
3,284,0.02,TRUE,5,1000,0.910709915,0.967,0.052,0.049638056,0.212121212,0
8,288,0.04,TRUE,50,1000,0.91317828,0.767,0.693,0.19895288,0.046610169,0
2,271,0.01,TRUE,50,1000,0.932374043,0.978,0.95,0.049180328,0.166666667,1
1,294,0.01,TRUE,5,1000,0.959399628,0.926,0.874,0.055982437,0.179775281,1
4,292,0.02,TRUE,50,1000,0.969125989,0.943,0.85,0.199577614,0.037735849,0
5,306,0.03,TRUE,5,1000,0.929989801,0.98,0.039,0.049949032,0.157894737,0
7,292,0.04,TRUE,5,1000,0.94492222,0.983,0.963,0.049796748,0.1875,1
3,285,0.02,TRUE,5,1000,0.910537863,0.971,0.051,0.049638056,0.212121212,0
6,274,0.03,TRUE,50,1000,0.853036806,0.938,0.087,0.049568966,0.194444444,0
2,272,0.01,TRUE,50,1000,0.932091418,0.98,0.953,0.049079755,0.181818182,1
8,289,0.04,TRUE,50,1000,0.912512019,0.76,0.697,0.199478488,0.0472103,0
1,295,0.01,TRUE,5,1000,0.960200629,0.938,0.905,0.05075594,0.189189189,1
4,293,0.02,TRUE,50,1000,0.96755953,0.94,0.849,0.199363733,0.035087719,0
5,307,0.03,TRUE,5,1000,0.92915266,0.983,0.046,0.048979592,0.2,0
3,286,0.02,TRUE,5,1000,0.911200342,0.954,0.125,0.199794027,0.034482759,1
7,293,0.04,TRUE,5,1000,0.944812223,0.982,0.962,0.049847406,0.176470588,1
8,290,0.04,TRUE,50,1000,0.911007483,0.758,0.686,0.2,0.05,0
6,275,0.03,TRUE,50,1000,0.853220548,0.938,0.077,0.049040512,0.193548387,0
2,273,0.01,TRUE,50,1000,0.932455106,0.982,0.962,0.05,0.2,1
1,296,0.01,TRUE,5,1000,0.960308028,0.949,0.919,0.049040512,0.209677419,1
5,308,0.03,TRUE,5,1000,0.930067586,0.981,0.046,0.049847406,0.176470588,0
4,294,0.02,TRUE,50,1000,0.965894253,0.931,0.849,0.2,0.05,0
7,294,0.04,TRUE,5,1000,0.945486649,0.979,0.962,0.049898167,0.166666667,1
3,287,0.02,TRUE,5,1000,0.913130929,0.939,0.142,0.200209644,0.02173913,1
8,291,0.04,TRUE,50,1000,0.910798166,0.758,0.676,0.199208443,0.049586777,0
6,276,0.03,TRUE,50,1000,0.854647341,0.94,0.075,0.049040512,0.193548387,0
1,297,0.01,TRUE,5,1000,0.960573795,0.954,0.924,0.050579557,0.176470588,1
5,309,0.03,TRUE,5,1000,0.930736438,0.981,0.049,0.049949032,0.157894737,0
2,274,0.01,TRUE,50,1000,0.932694784,0.983,0.964,0.049898167,0.166666667,1
4,295,0.02,TRUE,50,1000,0.966788217,0.926,0.85,0.199785177,0.043478261,0
7,295,0.04,TRUE,5,1000,0.946159826,0.981,0.955,0.049029622,0.19047619,1
3,288,0.02,TRUE,5,1000,0.914450502,0.928,0.163,0.198083067,0.049180328,1
8,292,0.04,TRUE,50,1000,0.908397593,0.758,0.689,0.199208443,0.049586777,0
5,310,0.03,TRUE,5,1000,0.930451166,0.979,0.041,0.049949032,0.157894737,0
1,298,0.01,TRUE,5,1000,0.960596101,0.962,0.934,0.049266247,0.195652174,1
6,277,0.03,TRUE,50,1000,0.854970892,0.947,0.08,0.05,0.2,0
2,275,0.01,TRUE,50,1000,0.932737548,0.981,0.964,0.049847406,0.176470588,1
4,296,0.02,TRUE,50,1000,0.966263485,0.927,0.825,0.199784017,0.040540541,0
